name,symbol,currency,amount,date
"RF Industries, Ltd.",RFIL,IDR,41.45,1589738160000
Granite Real Estate Inc.,GRP.U,IDR,-127.11,1584031825000
JM Global Holding Company,WYIGU,ARS,-42.37,1605511042000
Baltimore Gas & Electric Company,BGE^B,EUR,-67.67,1580550529000
Prospect Capital Corporation,PBB,EUR,149.30,1598128993000
FlexShares Credit-Scored US Long Corporate Bond Index Fund,LKOR,IDR,-159.09,1590677008000
Booz Allen Hamilton Holding Corporation,BAH,MNT,-93.55,1585700248000
Kimbell Royalty Partners,KRP,BOB,0.91,1606138982000
TD Ameritrade Holding Corporation,AMTD,KRW,160.28,1596694351000
Nuveen Preferred Income Opportunites Fund,JPC,PHP,-132.58,1578400364000
"NantHealth, Inc.",NH,CZK,13.26,1607673332000
TCF Financial Corporation,TCF^C,IDR,113.18,1579263130000
Agree Realty Corporation,ADC,MDL,-160.71,1598407248000
ProPetro Holding Corp.,PUMP,IDR,154.96,1583048791000
"Valmont Industries, Inc.",VMI,XAF,33.25,1605833788000
"Expedia, Inc.",EXPE,PLN,121.75,1606379076000
"Just Energy Group, Inc.",JE^A,MXN,-119.18,1599951176000
"O'Reilly Automotive, Inc.",ORLY,DKK,112.93,1603899382000
"Impax Laboratories, Inc.",IPXL,EUR,-118.60,1590024227000
Fulton Financial Corporation,FULT,MXN,84.98,1578159522000
Northeast Bancorp,NBN,RUB,110.60,1582593295000
Convergys Corporation,CVG,EUR,-123.67,1605995146000
Timken Company (The),TKR,EUR,185.74,1602855804000
"Aspen Technology, Inc.",AZPN,UZS,-23.47,1594132607000
Scientific Games Corp,SGMS,XAF,20.77,1591101030000
ManpowerGroup,MAN,PEN,-15.01,1602483397000
Rosetta Stone,RST,XOF,-55.95,1596049629000
First Trust Europe AlphaDEX Fund,FEP,VEF,131.71,1597245782000
Immuron Limited,IMRN,CZK,-98.92,1589903333000
"Aemetis, Inc",AMTX,PHP,106.37,1584824720000
Ecopetrol S.A.,EC,PEN,-66.28,1601221754000
Genworth Financial Inc,GNW,CNY,32.93,1601286565000
Invesco Municipal Income Opportunities Trust,OIA,CNY,-126.64,1581346178000
FedEx Corporation,FDX,GMD,-80.83,1590071327000
Bank of America Corporation,BAC.WS.A,SEK,-37.90,1596987358000
Amec Plc Ord,AMFW,GTQ,-74.20,1590757506000
Great Ajax Corp.,AJXA,PAB,-194.85,1585177636000
Ecolab Inc.,ECL,VEF,93.75,1589909048000
FNB Bancorp,FNBG,PEN,152.04,1605110522000
"AtriCure, Inc.",ATRC,CNY,-14.02,1597426099000
Xenon Pharmaceuticals Inc.,XENE,CNY,-126.20,1604735446000
Vince Holding Corp.,VNCE,PHP,-178.21,1601617786000
Public Storage,PSA^A,AMD,-132.52,1595264112000
Altisource Residential Corporation,RESI,THB,81.26,1602054852000
Chatham Lodging Trust (REIT),CLDT,CNY,155.02,1596900080000
"Banco Santander, S.A.",SAN,PKR,-95.67,1580783060000
"Arrowhead Pharmaceuticals, Inc.",ARWR,EUR,177.03,1604936448000
"Information Services Group, Inc.",III,CNY,-47.87,1588604728000
"Fenix Parts, Inc.",FENX,CNY,72.92,1597979365000
Bridgford Foods Corporation,BRID,EUR,-27.66,1581283606000
Costamare Inc.,CMRE^D,CNY,-158.72,1592059259000
JetBlue Airways Corporation,JBLU,PEN,-26.82,1577856805000
National Holdings Corporation,NHLDW,IDR,5.65,1581203106000
Silver Standard Resources Inc.,SSRI,PLN,163.66,1589595437000
Wingstop Inc.,WING,CNY,65.45,1592524440000
"Universal Health Services, Inc.",UHS,RUB,174.17,1578738823000
"AeroVironment, Inc.",AVAV,TMT,-64.39,1601644963000
EPR Properties,EPR^F,GNF,-143.29,1599966052000
"Equity Bancshares, Inc.",EQBK,CNY,97.36,1595530237000
Gafisa SA,GFA,XAF,6.38,1603814803000
"NextEra Energy, Inc.",NEE^I,CNY,178.51,1594096927000
"IF Bancorp, Inc.",IROQ,PHP,87.23,1581035855000
"HomeTrust Bancshares, Inc.",HTBI,CZK,193.66,1578778029000
"Jounce Therapeutics, Inc.",JNCE,PLN,-40.16,1580561722000
"Vectrus, Inc.",VEC,IDR,131.97,1608245665000
"Scripps Networks Interactive, Inc",SNI,CNY,-188.94,1585356372000
Cabot Oil & Gas Corporation,COG,PHP,-71.86,1586955793000
J P Morgan Chase & Co,JPM^F,CNY,64.65,1592141416000
General Electric Company,GEB,GTQ,110.35,1580480100000
"Star Gas Partners, L.P.",SGU,IDR,67.20,1590761020000
Cardtronics plc,CATM,RUB,-182.98,1581462988000
Ames National Corporation,ATLO,BRL,-26.35,1592226200000
PowerShares S&P SmallCap Consumer Discretionary Portfolio,PSCD,EUR,-80.67,1589444036000
"Bridgepoint Education, Inc.",BPI,USD,-147.45,1592190856000
"Pier 1 Imports, Inc.",PIR,VND,60.76,1589050077000
Opus Bank,OPB,USD,-79.00,1602806252000
"Diversified Restaurant Holdings, Inc.",SAUC,RUB,89.08,1592914452000
"Amplify Snack Brands, inc.",BETR,CZK,-8.42,1603212240000
"Nu Skin Enterprises, Inc.",NUS,EUR,49.86,1593736810000
"Smart Sand, Inc.",SND,IDR,64.92,1599801450000
Gladstone Commercial Corporation,GOODO,IDR,84.19,1593953478000
ClearBridge Dividend Strategy ESG ETF,YLDE,PEN,-89.88,1593654924000
"Entergy Mississippi, Inc.",EMP,CNY,3.63,1579957013000
Capital Bank Financial Corp.,CBF,ETB,188.41,1583102233000
uniQure N.V.,QURE,CNY,21.51,1606710256000
"Catasys, Inc.",CATS,IDR,-127.59,1603908843000
Cabela's Inc,CAB,USD,-110.78,1608295741000
Yangtze River Development Limited,YERR,EUR,-130.78,1597109812000
Thermo Fisher Scientific Inc,TMO,EUR,-29.16,1589101076000
"Cleveland BioLabs, Inc.",CBLI,IDR,-5.68,1582045520000
Netshoes (Cayman) Limited,NETS,KRW,123.12,1607045146000
"Ironwood Pharmaceuticals, Inc.",IRWD,EUR,-1.43,1606062827000
BLDRS Asia 50 ADR Index Fund,ADRA,RUB,52.83,1579497563000
Nova Measuring Instruments Ltd.,NVMI,MYR,178.58,1599546363000
Greif Bros. Corporation,GEF,CNY,-48.70,1586427132000
Merus N.V.,MRUS,RUB,49.04,1599948677000
"Aratana Therapeutics, Inc.",PETX,MXN,-175.48,1605995418000
"Envestnet, Inc",ENV,EUR,-80.16,1585682484000
"Nexeo Solutions, Inc.",NXEOW,CNY,154.39,1589740093000
"Healthcare Services Group, Inc.",HCSG,SEK,169.42,1608394153000
Coca Cola Femsa S.A.B. de C.V.,KOF,CNY,29.45,1587255939000
EP Energy Corporation,EPE,BRL,-97.10,1600136324000
iShares MSCI UAE Capped ETF,UAE,CNY,-162.72,1607869924000
"HFF, Inc.",HF,TZS,154.40,1597176006000
Atomera Incorporated,ATOM,CNY,113.79,1603204629000
Mercer International Inc.,MERC,RUB,-15.08,1605240839000
"ShoreTel, Inc.",SHOR,IRR,-125.28,1596728454000
Cellect Biotechnology Ltd.,APOPW,XAF,79.82,1607620058000
"Innovative Solutions and Support, Inc.",ISSC,PEN,33.56,1601204758000
Southwest Airlines Company,LUV,CNY,52.38,1581130145000
"Nordstrom, Inc.",JWN,EUR,0.51,1605928944000
New Media Investment Group Inc.,NEWM,PHP,-110.33,1604067768000
"A. Schulman, Inc.",SHLM,EUR,16.84,1607655340000
Nymox Pharmaceutical Corporation,NYMX,TND,12.67,1582284178000
Atlantic American Corporation,AAME,CNY,-14.13,1583778254000
Senior Housing Properties Trust,SNHNI,PHP,-27.33,1593214612000
First Trust Japan AlphaDEX Fund,FJP,IDR,-140.70,1595813201000
Realty Income Corporation,O,MXN,84.74,1596891039000
Alibaba Group Holding Limited,BABA,EUR,-172.50,1598121225000
"Cirrus Logic, Inc.",CRUS,JPY,24.49,1589451560000
"Advanced Energy Industries, Inc.",AEIS,IDR,158.54,1591142382000
FedEx Corporation,FDX,CNY,-186.89,1588505325000
"Green Brick Partners, Inc.",GRBK,CNY,-101.34,1594725639000
"Hub Group, Inc.",HUBG,CNY,-135.94,1591231127000
"Pacific Ethanol, Inc.",PEIX,MXN,133.60,1582426412000
Eaton Vance Tax-Managed Diversified Equity Income Fund,ETY,RUB,-139.42,1586162261000
LaSalle Hotel Properties,LHO,CNY,122.11,1588648335000
Citigroup Inc.,C^J,EUR,18.43,1599413495000
"Landauer, Inc.",LDR,CNY,-39.14,1604658138000
"Coastway Bancorp, Inc.",CWAY,CNY,-21.35,1594570427000
FutureFuel Corp.,FF,IDR,-0.83,1581790548000
Wells Fargo & Company,WFC^X,EUR,-133.32,1586809019000
Pingtan Marine Enterprise Ltd.,PME,COP,79.69,1607444272000
Verizon Communications Inc.,VZ,EUR,95.48,1580303857000
Teradata Corporation,TDC,USD,149.83,1602367472000
"SK Telecom Co., Ltd.",SKM,USD,-16.80,1581245916000
"ICF International, Inc.",ICFI,EUR,-24.19,1590783936000
"HarborOne Bancorp, Inc.",HONE,COP,3.04,1581202428000
BlackRock Strategic Municipal Trust Inc. (The),BSD,RUB,192.89,1588573452000
The Spectranetics Corporation,SPNC,RUB,19.78,1587219530000
"Equus Total Return, Inc.",EQS,BWP,108.67,1603984059000
Prospect Capital Corporation,PBB,IDR,151.55,1583931844000
Realogy Holdings Corp.,RLGY,IDR,177.40,1594630167000
Gogo Inc.,GOGO,USD,-83.52,1578488544000
"Nuveen California Municipal Value Fund, Inc.",NCA,NGN,155.89,1609230924000
International Speedway Corporation,ISCA,PEN,26.16,1607703029000
"AmTrust Financial Services, Inc.",AFSI^C,AFN,-173.43,1592063833000
"Home Depot, Inc. (The)",HD,AOA,-33.83,1591171175000
"PB Bancorp, Inc.",PBBI,ARS,51.96,1587132106000
Westrock Company,WRK,PHP,133.48,1582288147000
"Penn National Gaming, Inc.",PENN,XCD,-59.56,1586984331000
Brookfield Infrastructure Partners LP,BIP,IDR,152.58,1597345595000
"LEAP THERAPEUTICS, INC.",LPTX,IRR,148.93,1607896167000
"Genomic Health, Inc.",GHDX,USD,196.28,1606526364000
"Theravance Biopharma, Inc.",TBPH,IDR,76.21,1596283867000
"Flotek Industries, Inc.",FTK,CNY,163.87,1586473267000
Sequans Communications S.A.,SQNS,CNY,111.52,1602229460000
BHP Billiton Limited,BHP,CNY,185.98,1602262926000
"NeuroMetrix, Inc.",NUROW,PLN,-167.26,1581359565000
"MMA Capital Management, LLC",MMAC,IDR,-136.89,1600355718000
Apollo Senior Floating Rate Fund Inc.,AFT,KZT,152.92,1583936988000
Prudential Public Limited Company,PUK,CNY,-133.94,1588187637000
"LM Funding America, Inc.",LMFAW,PHP,141.66,1604512846000
"CSW Industrials, Inc.",CSWI,PHP,-62.76,1579707675000
"Cyclacel Pharmaceuticals, Inc.",CYCC,EUR,-83.74,1587552321000
"Nexeo Solutions, Inc.",NXEOW,MAD,-190.91,1588469686000
"Clearside Biomedical, Inc.",CLSD,UAH,118.52,1589474499000
AllianzGI Convertible & Income Fund,NCV,GMD,-66.49,1595199060000
Nuvectra Corporation,NVTR,SEK,151.64,1598075921000
"B. Riley Financial, Inc.",RILYZ,EUR,151.81,1582925743000
U.S. Bancorp,USB^H,MXN,-93.23,1599807702000
"Lion Biotechnologies, Inc.",LBIO,EUR,103.32,1603214036000
"Frequency Electronics, Inc.",FEIM,BRL,-20.46,1587561059000
Horizon Global Corporation,HZN,CNY,152.83,1589467737000
Crestwood Equity Partners LP,CEQP,PHP,-99.03,1598788412000
"Allied Healthcare Products, Inc.",AHPI,IDR,-31.34,1596033275000
Chevron Corporation,CVX,IDR,-96.42,1591936265000
"Templeton Emerging Markets Income Fund, Inc.",TEI,CNY,-101.65,1591523978000
China Telecom Corp Ltd,CHA,EUR,121.64,1578427772000
"Patrick Industries, Inc.",PATK,TZS,-127.97,1583248299000
"Lakeland Bancorp, Inc.",LBAI,EUR,-69.14,1603807721000
Pengrowth Energy Corporation,PGH,EUR,-59.73,1602421246000
"Akebia Therapeutics, Inc.",AKBA,JOD,-32.66,1585407000000
"Stanley Black & Decker, Inc.",SWP,IDR,-132.44,1597894048000
GMS Inc.,GMS,CNY,-22.18,1600459709000
"EastGroup Properties, Inc.",EGP,RUB,126.92,1593982310000
Elbit Systems Ltd.,ESLT,CNY,-158.32,1606945728000
"Mota Group, Inc.",MOTAW,ZMW,72.71,1589307176000
"Orbital ATK, Inc.",OA,CDF,-156.77,1607486711000
"Grand Canyon Education, Inc.",LOPE,CNY,55.94,1589167983000
Welltower Inc.,HCN,RUB,-9.16,1600503698000
Ryerson Holding Corporation,RYI,CNY,130.93,1592186826000
Westmoreland Coal Company,WLB,IDR,51.00,1604087736000
"Tandem Diabetes Care, Inc.",TNDM,RUB,-33.42,1590519337000
Salient Midstream & MLP Fund,SMM,CNY,-192.48,1593908595000
Wells Fargo & Company,WFC^R,MXN,157.68,1600246677000
Bank of America Corporation,BAC^C,GHS,21.91,1606952509000
Gladstone Investment Corporation,GAIN,RUB,148.04,1579941048000
"NextEra Energy, Inc.",NEE^C,BYR,-59.52,1603434541000
Barings Participation Investors,MPV,CNY,-72.86,1584387923000
"Isramco, Inc.",ISRL,CNY,66.23,1599953525000
"Urban One, Inc. ",UONE,CNY,-117.67,1593586684000
"Aevi Genomic Medicine, Inc.",GNMX,EUR,0.89,1601513884000
Belden Inc,BDC^B,CNY,-187.77,1607880945000
Summit Therapeutics plc,SMMT,TJS,143.75,1591689616000
"National American University Holdings, Inc.",NAUH,EUR,-25.14,1602085482000
"Prudential Financial, Inc.",PJH,CNY,-137.84,1604127404000
Huntington Bancshares Incorporated,HBANP,THB,196.53,1600929884000
"CareDx, Inc.",CDNA,CNY,127.21,1604900351000
"Fidelity National Financial, Inc.",FNF,IDR,52.44,1606312651000
CRISPR Therapeutics AG,CRSP,AMD,61.96,1604449216000
Urstadt Biddle Properties Inc.,UBP^G,UZS,196.85,1606062288000
Good Times Restaurants Inc.,GTIM,USD,127.26,1582226498000
"Lennox International, Inc.",LII,CNY,144.03,1579801971000
Stifel Financial Corporation,SF^A,MXN,7.08,1596318041000
"Melrose Bancorp, Inc.",MELR,EUR,-107.62,1602369292000
"Customers Bancorp, Inc",CUBI^C,HNL,-6.51,1585040309000
Tsakos Energy Navigation Ltd,TNP^E,HRK,107.15,1607954534000
Marvell Technology Group Ltd.,MRVL,NZD,141.92,1603826579000
Nutraceutical International Corporation,NUTR,CNY,44.83,1607476879000
City Holding Company,CHCO,CNY,77.43,1583182574000
American Equity Investment Life Holding Company,AEL,CNY,136.86,1603197896000
Capital One Financial Corporation,COF^P,RSD,25.09,1582362995000
LINE Corporation,LN,CNY,33.25,1608473313000
Allstate Corporation (The),ALL^C,BRL,12.82,1600833773000
"OpGen, Inc.",OPGNW,COP,-2.63,1598612735000
"People's United Financial, Inc.",PBCT,THB,-17.83,1602564010000
"Innovative Solutions and Support, Inc.",ISSC,RUB,31.98,1591657811000
Natus Medical Incorporated,BABY,IDR,188.96,1607019401000
"Strata Skin Sciences, Inc.",SSKN,BRL,157.48,1581045590000
The AES Corporation,AES^C.CL,COP,-31.11,1579135924000
"Clean Harbors, Inc.",CLH,CUP,-139.31,1589273457000
Stewardship Financial Corp,SSFN,PHP,-93.99,1590281215000
"NI Holdings, Inc.",NODK,PLN,-45.80,1603369387000
"Meridian Waste Solutions, Inc",MRDNW,RUB,193.39,1596296858000
StoneMor Partners L.P.,STON,IDR,151.99,1605673546000
IRSA Inversiones Y Representaciones S.A.,IRS,ZMW,-158.71,1578253781000
Qwest Corporation,CTBB,BYR,184.69,1587594880000
"Yext, Inc.",YEXT,SYP,-27.50,1603024308000
Aradigm Corporation,ARDM,MVR,-114.32,1601953256000
Ashford Hospitality Trust Inc,AHT^D,AUD,148.86,1600999451000
Royal Bank Scotland plc (The),RBS^F,CNY,-195.69,1580682868000
ROBO Global Robotics and Automation Index ETF,ROBO,ALL,178.95,1595775297000
Wells Fargo & Company,WFC,EUR,-187.79,1585875162000
The Long-Term Care ETF,OLD,EUR,-141.39,1606433056000
GSV Capital Corp,GSVC,HRK,43.99,1608067129000
"National Grid Transco, PLC",NGG,CNY,118.79,1578893070000
Capital Southwest Corporation,CSWC,UAH,-134.46,1581204125000
KBS Fashion Group Limited,KBSF,CNY,-36.76,1591993675000
Syngenta AG,SYT,EUR,-162.27,1605938424000
"Franklin Financial Network, Inc.",FSB,PHP,-84.60,1585943624000
First Internet Bancorp,INBK,CNY,-85.36,1601305571000
Taitron Components Incorporated,TAIT,PHP,-127.58,1580358596000
Nuveen California Municipal Value Fund 2,NCB,RUB,-8.20,1603345073000
"Matson, Inc.",MATX,PHP,151.12,1597879466000
Gabelli Utility Trust (The),GUT,RSD,-124.47,1605117826000
CIT Group Inc (DEL),CIT,CNY,-154.39,1600299904000
First Trust RiverFront Dynamic Developed International ETF,RFDI,ILS,124.85,1587485592000
Boeing Company (The),BA,CNY,-149.93,1599660505000
Pentair plc.,PNR,TMT,87.34,1595300028000
XL Group Ltd.,XL,RUB,170.43,1593282740000
"White Mountains Insurance Group, Ltd.",WTM,PEN,-20.39,1600109045000
iSectors Post-MPT Growth ETF,PMPT,EUR,132.71,1594423686000
"Magyar Bancorp, Inc.",MGYR,JPY,183.82,1600349010000
Summit Therapeutics plc,SMMT,CNY,86.56,1596420384000
KBS Fashion Group Limited,KBSF,CNY,93.18,1600727166000
Compass Diversified Holdings,CODI,RUB,-20.95,1580159979000
"New York Mortgage Trust, Inc.",NYMTO,CNY,-144.16,1600160248000
Sotheby's,BID,PLN,-78.35,1602754571000
"Vantiv, Inc.",VNTV,USD,49.55,1606118008000
Atlantic Power Corporation,AT,LYD,-147.93,1594088390000
"Boston Properties, Inc.",BXP^B,CNY,-188.40,1590121797000
"Hollysys Automation Technologies, Ltd.",HOLI,PHP,127.19,1596225659000
Aspen Insurance Holdings Limited,AHL,BRL,67.00,1608030579000
Vanguard Short-Term Inflation-Protected Securities Index Fund,VTIP,THB,-96.28,1594454919000
"AAC Holdings, Inc.",AAC,CUP,-194.97,1582095477000
Seaspan Corporation,SSW^D,UAH,94.23,1579854671000
"Taubman Centers, Inc.",TCO^J,MXN,7.81,1607354226000
Iridium Communications Inc,IRDM,ILS,53.08,1602028789000
NMI Holdings Inc,NMIH,SAR,26.00,1597025440000
Pengrowth Energy Corporation,PGH,IDR,-114.36,1597831460000
"Papa John's International, Inc.",PZZA,MUR,77.51,1607539785000
China Mobile (Hong Kong) Ltd.,CHL,CNY,-150.83,1594136737000
"Crocs, Inc.",CROX,MXN,5.03,1600430791000
"Williams Companies, Inc. (The)",WMB,RUB,77.92,1581109194000
"O'Reilly Automotive, Inc.",ORLY,ALL,-24.82,1595924784000
"Boston Beer Company, Inc. (The)",SAM,CNY,-17.50,1583807708000
Old National Bancorp,ONB,JOD,-29.05,1584287690000
ABB Ltd,ABB,RUB,-104.43,1580623660000
Wells Fargo & Company,WFC^W,COP,89.06,1598604457000
Integer Holdings Corporation,ITGR,IDR,-125.88,1599365709000
Invitation Homes Inc.,INVH,EUR,177.69,1602739233000
Belmond Ltd.,BEL,XOF,97.99,1597874986000
"Overseas Shipholding Group, Inc.",OSG,PHP,110.61,1589930871000
"Hartford Financial Services Group, Inc. (The)",HIG.WS,UAH,-138.23,1582311339000
Nuveen Select Maturities Municipal Fund,NIM,AFN,26.12,1589386488000
Helios and Matheson Analytics Inc,HMNY,BRL,-164.09,1585390478000
Vantage Energy Acquisition Corp.,VEACU,AOA,-64.62,1590243208000
"Centennial Resource Development, Inc.",CDEV,PHP,86.79,1581499414000
Forum Merger Corporation,FMCIR,CNY,-157.35,1608593737000
BlackRock Long-Term Municipal Advantage Trust,BTA,CNY,-142.44,1578469329000
"Pernix Therapeutics Holdings, Inc.",PTX,CZK,14.33,1603103010000
Nuveen Pennsylvania Quality Municipal Income Fund,NQP,EUR,103.68,1585727098000
Invesco Bond Fund,VBF,NOK,-3.80,1589433719000
Rayonier Advanced Materials Inc.,RYAM^A,ARS,-189.07,1600869738000
NewMarket Corporation,NEU,PHP,-43.32,1585649500000
Westmoreland Coal Company,WLB,AMD,92.64,1602024101000
"Latin American Discovery Fund, Inc. (The)",LDF,MWK,-31.74,1588600014000
MiX Telematics Limited,MIXT,SEK,-74.69,1604159433000
CF Corporation,CFCOU,CNY,-48.20,1592331152000
First Trust RBA American Industrial Renaissance ETF,AIRR,HUF,28.80,1579528425000
PBF Energy Inc.,PBF,PLN,-24.42,1589025382000
"Banco Santander, S.A.",SAN^C,BRL,27.01,1588650593000
"Whole Foods Market, Inc.",WFM,IDR,-83.22,1590285245000
"Calavo Growers, Inc.",CVGW,PHP,11.67,1603260477000
"Tandem Diabetes Care, Inc.",TNDM,LTL,97.94,1601073076000
Ferroglobe PLC,GSM,UAH,63.44,1598637041000
"Southcross Energy Partners, L.P.",SXE,KZT,-170.21,1592553887000
"City Office REIT, Inc.",CIO,CNY,150.41,1601722032000
AGCO Corporation,AGCO,XOF,-91.17,1601442143000
DDR Corp.,DDR^A,NGN,139.13,1599611642000
Nuveen Enhanced Municipal Value Fund,NEV,USD,-91.08,1604331830000
Frontier Communications Corporation,FTR,CNY,52.42,1597619684000
Brookfield Business Partners L.P.,BBU,PHP,-91.78,1606423733000
Welltower Inc.,HCN,CNY,-15.76,1588947308000
RPX Corporation,RPXC,ALL,98.75,1581556262000
"Gabelli Equity Trust, Inc. (The)",GAB,CZK,-53.18,1598399924000
iStar Financial Inc.,STAR^D,PLN,56.17,1587583107000
"Ryman Hospitality Properties, Inc.",RHP,USD,-34.33,1590641606000
"Pearson, Plc",PSO,NGN,-167.07,1604549245000
Atlanticus Holdings Corporation,ATLC,EUR,-4.02,1577853950000
Triple-S Management Corporation,GTS,ARS,-64.99,1578553618000
"Shiloh Industries, Inc.",SHLO,EUR,148.93,1602531596000
Numerex Corp.,NMRX,EUR,-116.97,1588664180000
Peregrine Pharmaceuticals Inc.,PPHMP,BRL,116.11,1588471689000
"American Financial Group, Inc.",AFGE,BRL,6.59,1606711289000
"bebe stores, inc.",BEBE,TMT,17.56,1578099793000
Calgon Carbon Corporation,CCC,CNY,158.01,1606501214000
"Summer Infant, Inc.",SUMR,CNY,-129.64,1579558429000
"Proto Labs, Inc.",PRLB,PHP,-93.23,1602261432000
"German American Bancorp, Inc.",GABC,UAH,73.08,1584057245000
"Scripps Networks Interactive, Inc",SNI,EUR,49.83,1580420167000
"Selective Insurance Group, Inc.",SGZA,RUB,167.89,1590213435000
"Gaming and Leisure Properties, Inc.",GLPI,CNY,-103.24,1583872776000
"BancorpSouth, Inc.",BXS,CNY,163.61,1607460705000
"Nature's Sunshine Products, Inc.",NATR,CNY,67.01,1593504826000
PrimeEnergy Corporation,PNRG,ETB,153.80,1594197972000
Handy & Harman Ltd.,HNH,EUR,-19.07,1595525421000
"American Eagle Outfitters, Inc.",AEO,IDR,-156.37,1602263524000
"Kinder Morgan, Inc.",KMI,PLN,-71.87,1597195692000
Brandywine Realty Trust,BDN,MXN,-18.82,1590841744000
"Assembly Biosciences, Inc.",ASMB,YER,-98.77,1580532047000
"SB Financial Group, Inc.",SBFGP,CNY,-88.55,1599370069000
MainStay DefinedTerm Municipal Opportunities Fund,MMD,IDR,-6.01,1579200954000
"The Hackett Group, Inc.",HCKT,PLN,-153.69,1589215858000
"Latin American Discovery Fund, Inc. (The)",LDF,CZK,-148.39,1604578533000
BB&T Corporation,BBT,BAM,26.65,1598384614000
"Guess?, Inc.",GES,RUB,-133.75,1579461436000
"Netflix, Inc.",NFLX,PKR,170.61,1598373288000
"Tivity Health, Inc.",TVTY,IDR,-105.44,1581559530000
"ING Group, N.V.",ING,EUR,-96.03,1598974178000
"Kinsale Capital Group, Inc.",KNSL,IDR,-16.21,1584488428000
"MMA Capital Management, LLC",MMAC,RUB,-43.49,1583556359000
FMC Corporation,FMC,CNY,-128.81,1593368769000
Aegon NV,AEG,CAD,-13.25,1590188578000
Bill Barrett Corporation,BBG,CNY,-118.16,1607293263000
"Idera Pharmaceuticals, Inc.",IDRA,EUR,157.52,1593418139000
"ARC Document Solutions, Inc.",ARC,SEK,112.03,1588984377000
Public Storage,PSA^T,CNY,165.64,1604614489000
"South Jersey Industries, Inc.",SJI,RUB,101.41,1596271920000
"Owens-Illinois, Inc.",OI,CNY,-1.51,1580784423000
"NV5 Global, Inc.",NVEE,IDR,132.57,1603667824000
STRATS Trust,GJO,PHP,-34.91,1588079055000
Vantage Energy Acquisition Corp.,VEACU,EUR,-27.89,1586208718000
"Aberdeen Greater China Fund, Inc.",GCH,EUR,-87.24,1603152908000
Las Vegas Sands Corp.,LVS,PLN,85.08,1593863174000
Nuveen Multi-Market Income Fund,JMM,VND,-63.41,1605992486000
EPR Properties,EPR^E,CNY,53.71,1590844089000
"Energy Transfer Equity, L.P.",ETE,PAB,26.50,1579946316000
"Triumph Bancorp, Inc.",TBK,EUR,-38.32,1579291572000
"Daseke, Inc.",DSKEW,CNY,-55.15,1587964981000
LPL Financial Holdings Inc.,LPLA,CNY,198.73,1606655145000
Bank of America Corporation,BAC^C,PLN,-22.86,1603418826000
KT Corporation,KT,EUR,54.71,1607682895000
"Innovative Solutions and Support, Inc.",ISSC,BRL,120.72,1579420802000
Textron Inc.,TXT,CNY,-56.04,1590678508000
"Micron Technology, Inc.",MU,CNY,42.28,1581659878000
"AeroVironment, Inc.",AVAV,TJS,178.03,1586388020000
"Kimball International, Inc.",KBAL,RUB,6.73,1588935618000
"Chunghwa Telecom Co., Ltd.",CHT,HNL,3.76,1602508554000
CF Corporation,CFCO,RUB,34.19,1579625197000
"Tandem Diabetes Care, Inc.",TNDM,CNY,-162.15,1601907110000
VictoryShares Emerging Market Volatility Wtd ETF,CEZ,RUB,73.28,1608371583000
"Atwood Oceanics, Inc.",ATW,IDR,-149.00,1600546735000
"Worthington Industries, Inc.",WOR,KPW,-131.02,1581292123000
"Cullen/Frost Bankers, Inc.",CFR,PAB,-7.25,1600656731000
"Colony NorthStar, Inc.",CLNS,UAH,-143.65,1597238422000
"AmTrust Financial Services, Inc.",AFSI^B,RUB,77.83,1585288024000
Voya International High Dividend Equity Income Fund,IID,BDT,-12.45,1580197973000
Jewett-Cameron Trading Company,JCTCF,SEK,172.99,1586177611000
"PNM Resources, Inc. (Holding Co.)",PNM,IDR,-163.65,1591340223000
"Goldman Sachs Group, Inc. (The)",GS^J,HRK,196.00,1602997145000
"China Information Technology, Inc.",CNIT,CNY,131.10,1600273409000
SandRidge Mississippian Trust I,SDT,CNY,7.23,1601147885000
Zebra Technologies Corporation,ZBRA,CNY,-20.65,1594443284000
"1-800 FLOWERS.COM, Inc.",FLWS,IDR,145.00,1586466987000
Chemung Financial Corp,CHMG,CNY,13.48,1597885606000
"Global Water Resources, Inc.",GWRS,EUR,52.02,1601876477000
Select Medical Holdings Corporation,SEM,RUB,-101.55,1583292070000
Blackrock New York Municipal Income Quality Trust,BSE,PEN,-55.08,1600975558000
"Second Sight Medical Products, Inc.",EYESW,PLN,24.76,1600006893000
Timken Company (The),TKR,BRL,-177.53,1599974879000
Teekay Tankers Ltd.,TNK,CNY,-89.94,1606991024000
Rogers Corporation,ROG,IDR,-100.01,1582987197000
Principal Millennials Index ETF,GENY,AMD,-43.29,1597776937000
InVivo Therapeutics Holdings Corp.,NVIV,BGN,117.72,1606788792000
Summit State Bank,SSBI,PHP,142.76,1586342528000
"AxoGen, Inc.",AXGN,COP,67.20,1585836067000
"NV5 Global, Inc.",NVEE,PLN,45.21,1598629833000
First Trust Multi Cap Value AlphaDEX Fund,FAB,AOA,-146.15,1581298577000
"Natuzzi, S.p.A.",NTZ,CNY,183.81,1591417158000
Hoegh LNG Partners LP,HMLP,IRR,58.93,1583757575000
Taitron Components Incorporated,TAIT,EUR,102.34,1585349385000
Trillium Therapeutics Inc.,TRIL,USD,0.85,1578842587000
